taxonid|relatednameusageid|relationtype|remarks
216490|186624|replacement name|
216491|186625|replacement name|
216493|186627|replacement name|
216535|86317|replacement name|
216598|150936|replacement name|
180593|168554|replacement name|, nom. illeg.
180594|168554|replacement name|
210521|180654|replacement name|
210115|180488|replacement name|
528102|83616|replacement name|, nom. superfl.
97678|100319|replacement name|
153400|123190|replacement name|
154709|123190|replacement name|
18414|132749|replacement name|
216944|123957|replacement name|
103936|103396|replacement name|, nom. illeg.
216972|132650|replacement name|, not validly publ.
166791|132818|replacement name|
166832|132650|replacement name|
166608|132790|replacement name|
166884|132700|replacement name|
166886|132734|replacement name|
166953|132791|replacement name|
166769|132734|replacement name|
197107|75722|replacement name|
217067|197107|replacement name|, opus utique oppr.
74337|75722|replacement name|, nom. illeg.
217071|77152|replacement name|
75742|77152|replacement name|, nom. illeg.
103935|103396|replacement name|
158882|130789|replacement name|, nom. illeg.
158730|33687|replacement name|, nom. superfl.
33489|33687|replacement name|
337370|158730|replacement name|, not validly publ.
245968|217258|replacement name|
217294|272476|replacement name|, nom. superfl.
160903|155783|replacement name|
160970|193330|replacement name|
494440|193330|replacement name|, nom. superfl.
160485|52111|replacement name|
159917|161147|replacement name|
160798|155772|replacement name|
160484|52110|replacement name|
250392|264467|replacement name|
160381|159574|replacement name|
160407|52118|replacement name|
160763|52125|replacement name|
1847|159229|replacement name|
159353|160819|replacement name|
160953|160760|replacement name|
161169|161141|replacement name|
337447|161277|replacement name|, not validly publ.
217762|2999|replacement name|
217764|243146|replacement name|
218223|267301|replacement name|
217896|247317|replacement name|
217934|217928|replacement name|, not validly publ.
221660|269537|replacement name|, nom. rej.
217977|267287|replacement name|
249141|218260|replacement name|
218116|247307|replacement name|
218124|267307|replacement name|
267313|267294|replacement name|
249286|269927|replacement name|, nom. illeg.
218244|221654|replacement name|
217802|217800|replacement name|, not validly publ.
259102|269740|replacement name|, nom. illeg.
269349|269740|replacement name|, nom. superfl.
217826|267310|replacement name|
218382|219337|replacement name|
254116|219172|replacement name|, not validly publ.
527134|273334|replacement name|, nom. superfl.
273334|219172|replacement name|, nom. superfl.
218379|219224|replacement name|
218527|219264|replacement name|, not validly publ.
218399|219382|replacement name|
219254|219292|replacement name|, nom. superfl.
270131|219292|replacement name|, not validly publ.
219164|219414|replacement name|, nom. superfl.
459886|271830|replacement name|, nom. illeg.
522400|232405|replacement name|, nom. superfl.
218584|248936|replacement name|
218630|243064|replacement name|
218632|261471|replacement name|
218677|244499|replacement name|
219018|218684|replacement name|, nom. illeg.
251784|218875|replacement name|
218761|218875|replacement name|
218773|243068|replacement name|
218789|218747|replacement name|
246563|253319|replacement name|
218676|218843|replacement name|, nom. illeg.
218876|248680|replacement name|
218675|248680|replacement name|, nom. illeg.
522402|247137|replacement name|, nom. superfl.
218939|218934|replacement name|
251832|218983|replacement name|
329695|218662|replacement name|
219021|218685|replacement name|
251786|218883|replacement name|
219045|218883|replacement name|
219100|218881|replacement name|
219103|251128|replacement name|
219122|7241|replacement name|
219139|223750|replacement name|
470724|246235|replacement name|
470728|223755|replacement name|, not validly publ.
470731|246231|replacement name|
246231|223755|replacement name|, nom. superfl.
219211|246846|replacement name|
523524|143074|replacement name|, nom. superfl.
219667|219740|replacement name|, not validly publ.
219700|217370|replacement name|, nom. superfl.
219702|217370|replacement name|, not validly publ.
219724|219700|replacement name|
219651|217370|replacement name|, not validly publ.
159401|159395|replacement name|
146584|159688|replacement name|, pro syn.
348954|159688|replacement name|, nom. illeg.
160424|160411|replacement name|
161037|159303|replacement name|
160683|159400|replacement name|
160034|159400|replacement name|, nom. illeg.
159877|110436|replacement name|
160872|160216|replacement name|
545496|219960|replacement name|, nom. superfl.
233757|219960|replacement name|, nom. illeg.
220038|234095|replacement name|
220198|219966|replacement name|
221987|220565|replacement name|
220569|220568|replacement name|, nom. illeg.
220649|13406|replacement name|
50383|50380|replacement name|, not validly publ.
50580|51407|replacement name|
221077|186960|replacement name|
221083|142006|replacement name|
221164|261371|replacement name|, nom. illeg.
221273|249293|replacement name|
221278|221292|replacement name|, nom. superfl.
221488|268543|replacement name|, not validly publ.
221511|248269|replacement name|
221669|221499|replacement name|
221607|221499|replacement name|
545613|222183|replacement name|, nom. superfl.
221743|249290|replacement name|
263882|263823|replacement name|
532982|263802|replacement name|
221807|246746|replacement name|
221831|246760|replacement name|
371964|374214|replacement name|
544200|374214|replacement name|, nom. illeg.
453329|264448|replacement name|, not validly publ.
221920|264453|replacement name|
264272|263858|replacement name|
338436|263858|replacement name|
264808|264458|replacement name|
264854|263956|replacement name|
221957|92937|replacement name|
258355|222008|replacement name|
218453|222166|replacement name|
222025|222166|replacement name|
250899|222097|replacement name|
222020|222097|replacement name|, nom. superfl.
250902|222098|replacement name|
222108|250883|replacement name|
71281|70987|replacement name|
222208|26015|replacement name|
222234|27008|replacement name|
222242|26226|replacement name|
222255|26680|replacement name|
217280|250616|replacement name|
264507|250238|replacement name|
222289|222600|replacement name|
453389|245324|replacement name|
459935|263868|replacement name|, not validly publ.
330482|263868|replacement name|, not validly publ.
338983|222314|replacement name|
267155|222382|replacement name|
250579|264021|replacement name|, nom. illeg.
222562|250579|replacement name|, nom. illeg.
453388|250579|replacement name|
222358|217176|replacement name|
222319|245341|replacement name|
453382|265090|replacement name|
330495|263371|replacement name|, not validly publ.
245901|255868|replacement name|
338982|255868|replacement name|
222535|263522|replacement name|, nom. superfl.
453387|222479|replacement name|
264949|250255|replacement name|
245227|263474|replacement name|
245839|217248|replacement name|
453391|264231|replacement name|
264231|245857|replacement name|, nom. superfl.
245916|270631|replacement name|
245571|217262|replacement name|
222563|222370|replacement name|
462472|246037|replacement name|
270870|222638|replacement name|, nom. illeg.
255273|241438|replacement name|
260811|266668|replacement name|
220582|270369|replacement name|, nom. superfl.
270195|247967|replacement name|
339567|270434|replacement name|, not validly publ.
221286|223716|replacement name|
221288|221281|replacement name|, not validly publ.
221291|223712|replacement name|, not validly publ.
250920|223835|replacement name|
224018|223835|replacement name|, nom. superfl.
272460|223835|replacement name|
223888|223962|replacement name|
371232|223858|replacement name|, nom. superfl.
452704|223961|replacement name|
330692|241276|replacement name|
371236|223937|replacement name|
371239|224012|replacement name|
223878|223906|replacement name|, nom. superfl.
223879|223906|replacement name|, nom. superfl.
223856|223916|replacement name|, nom. superfl.
241276|223851|replacement name|, nom. superfl.
223961|223916|replacement name|, nom. superfl.
223944|223941|replacement name|, not validly publ.
223937|223845|replacement name|, nom. superfl.
223915|223961|replacement name|, nom. superfl.
223919|371232|replacement name|, nom. superfl.
223920|224016|replacement name|
224016|223989|replacement name|, nom. superfl.
224010|223906|replacement name|, nom. superfl.
224020|223906|replacement name|, nom. superfl.
224006|223916|replacement name|, nom. superfl.
223983|223913|replacement name|, nom. superfl.
223985|223858|replacement name|, nom. superfl.
241281|223870|replacement name|, nom. superfl.
254383|272370|replacement name|, nom. illeg.
224027|268234|replacement name|, nom. superfl.
242229|261129|replacement name|, nom. illeg.
234512|268013|replacement name|
224049|224045|replacement name|
224212|230100|replacement name|
342655|229437|replacement name|
271375|228724|replacement name|, nom. superfl.
271502|228724|replacement name|, nom. superfl.
228724|224439|replacement name|, nom. superfl.
227066|227054|replacement name|, not validly publ.
341581|228724|replacement name|
341531|231014|replacement name|
224333|224329|replacement name|
252683|224400|replacement name|
273847|229749|replacement name|
229749|230354|replacement name|
229055|231891|replacement name|, nom. illeg.
231891|226334|replacement name|, descriptive, not intended as an epithet.
331005|226667|replacement name|
224375|227994|replacement name|
224508|228775|replacement name|
224505|227040|replacement name|
228153|225507|replacement name|
224487|229272|replacement name|
228775|229272|replacement name|, nom. illeg.
232169|232242|replacement name|
224928|232242|replacement name|, nom. illeg.
224518|227514|replacement name|
227513|227514|replacement name|, nom. superfl.
224218|231097|replacement name|
330722|224548|replacement name|, not validly publ.
271528|229528|replacement name|
224573|224563|replacement name|, not validly publ.
349559|224606|replacement name|
330717|231894|replacement name|
224352|224638|replacement name|, nom. superfl.
229113|224352|replacement name|
226847|228035|replacement name|, nom. nud.
452943|224646|replacement name|, not validly publ.
230937|224648|replacement name|
231663|224646|replacement name|
227422|225925|replacement name|
225925|227596|replacement name|, nom. illeg.
224765|224723|replacement name|, not validly publ.
224766|224723|replacement name|, not validly publ.
224758|230019|replacement name|
341573|225387|replacement name|
341574|226081|replacement name|
224768|229369|replacement name|
270551|231845|replacement name|, nom. superfl.
231845|224773|replacement name|, nom. superfl.
225073|230269|replacement name|
225256|229761|replacement name|
230826|231453|replacement name|
228812|224812|replacement name|
224816|225352|replacement name|
224830|226804|replacement name|
224836|224833|replacement name|, not validly publ.
224845|231473|replacement name|
349531|231538|replacement name|
224900|224741|replacement name|
224940|224972|replacement name|
345489|351097|replacement name|
224998|225323|replacement name|
262830|225005|replacement name|, nom. superfl.
263133|250990|replacement name|, nom. superfl.
250966|350329|replacement name|
330747|225095|replacement name|, not validly publ.
225143|225134|replacement name|, not validly publ.
225156|228811|replacement name|
271583|231234|replacement name|
225161|231234|replacement name|
232296|225619|replacement name|
225284|229675|replacement name|, nom. illeg.
330757|225181|replacement name|
225208|464433|replacement name|
342882|231341|replacement name|
225251|227872|replacement name|
228641|229253|replacement name|
225252|229253|replacement name|
263163|225298|replacement name|
230227|228914|replacement name|
330760|225305|replacement name|, not validly publ.
229839|225305|replacement name|, nom. superfl.
255814|231915|replacement name|
225374|228734|replacement name|
227590|229920|replacement name|
229936|230266|replacement name|
227622|271511|replacement name|
242115|230253|replacement name|
225521|225519|replacement name|, not validly publ.
225584|230324|replacement name|
228622|231342|replacement name|, nom. illeg.
225605|230110|replacement name|
225698|231525|replacement name|
225704|230512|replacement name|
225724|470736|replacement name|
225753|225749|replacement name|
231205|225749|replacement name|
255892|230370|replacement name|
345618|225868|replacement name|, not validly publ.
226047|225868|replacement name|, nom. superfl.
228137|225868|replacement name|, nom. superfl.
330788|225886|replacement name|, not validly publ.
225894|231491|replacement name|
225922|271200|replacement name|
228601|227986|replacement name|
225966|229611|replacement name|
254201|227881|replacement name|
226048|226034|replacement name|, nom. superfl.
231462|228701|replacement name|
271476|227602|replacement name|
271572|230869|replacement name|
341606|225830|replacement name|
341595|228957|replacement name|
228869|228957|replacement name|
231319|228957|replacement name|
226171|225515|replacement name|
224397|225515|replacement name|
226215|226521|replacement name|
228027|228845|replacement name|, nom. rej.
226282|376524|replacement name|
345366|231238|replacement name|
227427|231238|replacement name|
231247|349547|replacement name|
226310|225388|replacement name|
226372|228591|replacement name|
226389|231689|replacement name|
251106|231689|replacement name|, nom. superfl.
226482|231010|replacement name|
230771|226463|replacement name|, nom. superfl.
230772|226463|replacement name|, nom. superfl.
226501|231218|replacement name|
226542|229271|replacement name|
226273|229271|replacement name|
227365|226548|replacement name|, nom. superfl.
499618|227365|replacement name|
226558|225019|replacement name|
255825|224230|replacement name|, nom. superfl.
224230|225832|replacement name|, nom. superfl.
342169|224230|replacement name|
224440|228624|replacement name|, nom. superfl.
226921|224440|replacement name|
226968|226916|replacement name|, not validly publ.
226617|226588|replacement name|, not validly publ.
231779|226686|replacement name|, nom. superfl.
342189|229563|replacement name|
226692|226694|replacement name|, nom. illeg.
226713|225888|replacement name|
231001|227632|replacement name|
230914|231136|replacement name|, nom. illeg.
231900|226735|replacement name|, nom. superfl.
224943|226765|replacement name|
227552|226807|replacement name|, nom. superfl.
226818|225051|replacement name|
226834|224803|replacement name|
330816|226839|replacement name|, not validly publ.
527912|226863|replacement name|, nom. illeg.
225645|231522|replacement name|
226888|229718|replacement name|
226896|226745|replacement name|
226982|226983|replacement name|, nom. superfl.
228485|226411|replacement name|
330828|227176|replacement name|
227118|227621|replacement name|
227125|227126|replacement name|
229552|227194|replacement name|
227225|225221|replacement name|
255810|227322|replacement name|
227325|227322|replacement name|
342191|227349|replacement name|
227347|230104|replacement name|
242114|230104|replacement name|
227352|227351|replacement name|, nom. superfl.
227360|227356|replacement name|, not validly publ.
227388|227245|replacement name|
230782|227395|replacement name|, nom. superfl.
227400|231198|replacement name|
227413|226764|replacement name|
270532|226764|replacement name|
231327|227198|replacement name|
341540|226764|replacement name|
227480|227479|replacement name|
231914|227581|replacement name|, nom. superfl.
271569|230744|replacement name|
227628|227624|replacement name|, not validly publ.
227769|263140|replacement name|
227786|227882|replacement name|
231369|225710|replacement name|
225317|228915|replacement name|
225472|228915|replacement name|
220359|230408|replacement name|
227738|227923|replacement name|
330849|226815|replacement name|
331017|226815|replacement name|
228025|371391|replacement name|
228026|228028|replacement name|, nom. illeg.
228028|371391|replacement name|, nom. cons.
225461|232017|replacement name|, nom. rej.
271443|228026|replacement name|
533802|228043|replacement name|, nom. superfl.
226594|228063|replacement name|
228098|229362|replacement name|
229119|228079|replacement name|, nom. illeg.
228733|228079|replacement name|, opus utique oppr.
227701|228109|replacement name|
228123|229887|replacement name|
251660|229070|replacement name|
228216|228219|replacement name|
330879|228179|replacement name|, not validly publ.
225160|228263|replacement name|, non C. brownii Torr.
330903|228281|replacement name|
228308|227179|replacement name|
228309|226283|replacement name|
230151|230463|replacement name|
375229|228462|replacement name|, nom. superfl.
228466|230905|replacement name|
228474|224787|replacement name|
228508|224823|replacement name|
342883|342884|replacement name|
228568|228566|replacement name|, not validly publ.
230272|229028|replacement name|
228576|229556|replacement name|
330901|228702|replacement name|
231944|225620|replacement name|
228609|228555|replacement name|
228618|230465|replacement name|
231582|486447|replacement name|
271148|228749|replacement name|, nom. superfl.
225598|228753|replacement name|, nom. superfl.
477492|228843|replacement name|, not validly publ.
228886|230901|replacement name|
246277|224901|replacement name|, nom. illeg.
227152|251044|replacement name|, nom. superfl.
341608|227152|replacement name|
345368|232077|replacement name|
271381|232077|replacement name|, nom. superfl.
232077|224255|replacement name|, nom. superfl.
271595|232077|replacement name|, nom. superfl.
232093|232077|replacement name|, not validly publ.
227023|231192|replacement name|
341585|227604|replacement name|
226998|232082|replacement name|
231217|228694|replacement name|
229085|228694|replacement name|
230109|227195|replacement name|, nom. illeg.
224979|227195|replacement name|
229164|228335|replacement name|
229177|231063|replacement name|, nom. illeg.
226627|229192|replacement name|
228201|224438|replacement name|
224512|229264|replacement name|, nom. illeg.
224753|229005|replacement name|
468823|229329|replacement name|
231310|375232|replacement name|, nom. superfl.
499167|231310|replacement name|
227914|228956|replacement name|
477491|371394|replacement name|, nom. superfl.
229401|371394|replacement name|
228868|371394|replacement name|
330935|229416|replacement name|
229438|229422|replacement name|, nom. illeg.
229451|231967|replacement name|
273554|230119|replacement name|, nom. illeg.
229453|230119|replacement name|
377093|225969|replacement name|
220358|229565|replacement name|
229595|229592|replacement name|, not validly publ.
229625|228892|replacement name|
229640|228505|replacement name|
230073|230433|replacement name|
232032|232038|replacement name|
493938|229684|replacement name|
229701|229789|replacement name|
229703|228048|replacement name|
229716|225336|replacement name|
229777|377124|replacement name|
229832|227343|replacement name|
229857|227912|replacement name|
229902|230683|replacement name|
345364|230715|replacement name|, not validly publ.
271567|230715|replacement name|, nom. superfl.
271430|225820|replacement name|
229931|273783|replacement name|
230715|229908|replacement name|, nom. superfl.
227962|226850|replacement name|
255812|228669|replacement name|
229959|229957|replacement name|
229797|229958|replacement name|
230013|536694|replacement name|
230277|230009|replacement name|
270523|230022|replacement name|, nom. superfl.
230087|228439|replacement name|
259870|230093|replacement name|
224907|232025|replacement name|
330964|230223|replacement name|, not validly publ.
230304|228015|replacement name|
270519|224461|replacement name|, nom. superfl.
224461|230464|replacement name|, nom. superfl.
230569|227773|replacement name|
230599|230584|replacement name|
263158|230694|replacement name|
230702|228540|replacement name|
330980|230731|replacement name|, not validly publ.
271470|227236|replacement name|
230831|227236|replacement name|
224313|452979|replacement name|
230930|225545|replacement name|
487418|227553|replacement name|, nom. illeg.
271264|487418|replacement name|, nom. illeg.
271265|231031|replacement name|, nom. superfl.
231095|271265|replacement name|, nom. illeg.
263134|226180|replacement name|
226388|226180|replacement name|, nom. superfl.
227539|224599|replacement name|
331007|231196|replacement name|, not validly publ.
231706|231496|replacement name|
229353|230597|replacement name|
230581|225833|replacement name|
227241|230056|replacement name|
255894|231054|replacement name|
341569|225649|replacement name|
330770|231452|replacement name|, nom. illeg.
228190|231456|replacement name|
331027|231508|replacement name|, not validly publ.
231615|330767|replacement name|
231640|226236|replacement name|
229233|231741|replacement name|, nom. superfl.
231750|230366|replacement name|
228133|230366|replacement name|
543843|228715|replacement name|
229923|228262|replacement name|
227205|231814|replacement name|, nom. illeg.
271115|231814|replacement name|, nom. illeg.
248749|228194|replacement name|
495868|271216|replacement name|
230976|228663|replacement name|
495002|231937|replacement name|, not validly publ.
232021|225712|replacement name|
345319|345025|replacement name|
230675|229217|replacement name|
226605|230840|replacement name|
226619|226131|replacement name|, nom. illeg.
232155|232133|replacement name|, not validly publ.
226985|232133|replacement name|, nom. illeg.
225621|232133|replacement name|, nom. superfl.
232170|227557|replacement name|
232184|226685|replacement name|
228859|226685|replacement name|
232354|263339|replacement name|
232337|221004|replacement name|, nom. superfl.
232415|270910|replacement name|
232428|259337|replacement name|
239319|232574|replacement name|, nom. superfl.
259716|218510|replacement name|
331299|232646|replacement name|
232674|260772|replacement name|
261053|252264|replacement name|
252242|233191|replacement name|
233292|233293|replacement name|
233379|250391|replacement name|, nom. superfl.
233618|244627|replacement name|
452743|233634|replacement name|, not validly publ.
221042|257720|replacement name|, nom. illeg.
234173|233670|replacement name|, not validly publ.
234248|234045|replacement name|, nom. superfl.
233781|233672|replacement name|
234235|234171|replacement name|
331668|233875|replacement name|, not validly publ.
331657|233728|replacement name|
234004|234252|replacement name|, not validly publ.
493836|248997|replacement name|, nom. superfl.
221046|234088|replacement name|
234012|251914|replacement name|
234105|234102|replacement name|
256329|233920|replacement name|
331671|233783|replacement name|
234274|248996|replacement name|
331701|234316|replacement name|, not validly publ.
234334|219952|replacement name|
234541|261946|replacement name|
234698|234637|replacement name|, nom. illeg.
234663|234637|replacement name|
118541|127846|replacement name|
49024|127846|replacement name|, nom. superfl.
235050|268504|replacement name|, not validly publ.
235121|268504|replacement name|, nom. illeg.
235260|244640|replacement name|
235313|219559|replacement name|
244640|219559|replacement name|, nom. rej.
251162|235249|replacement name|, nom. superfl.
267232|235249|replacement name|, nom. superfl.
235227|235275|replacement name|, nom. illeg.
219336|219558|replacement name|, nom. illeg.
235293|219558|replacement name|, nom. superfl.
235383|244655|replacement name|, nom. superfl.
529053|221305|replacement name|
235345|270197|replacement name|
468882|270438|replacement name|, basionym not validly publ.
270351|270287|replacement name|
235368|270287|replacement name|
235447|235392|replacement name|
235465|232356|replacement name|, nom. illeg.
249859|232356|replacement name|, nom. illeg.
249864|234865|replacement name|, nom. illeg.
234870|234865|replacement name|
259791|234865|replacement name|, nom. illeg.
488291|260269|replacement name|
238135|257427|replacement name|
489511|251278|replacement name|, nom. superfl.
235543|251278|replacement name|
332185|253737|replacement name|, not validly publ.
335242|253712|replacement name|
238297|235561|replacement name|
236721|235591|replacement name|, nom. superfl.
236642|237063|replacement name|, nom. superfl.
235595|236642|replacement name|
236102|253643|replacement name|
235762|251244|replacement name|
235816|260492|replacement name|
235841|332267|replacement name|
238365|238298|replacement name|
332180|235838|replacement name|
251454|263995|replacement name|
235859|248774|replacement name|
238778|251433|replacement name|
235891|251310|replacement name|
253604|235901|replacement name|
235925|251261|replacement name|
236021|249508|replacement name|
260244|235750|replacement name|
236027|235750|replacement name|
236030|254041|replacement name|
236046|251425|replacement name|
236059|253608|replacement name|
236075|251332|replacement name|
237935|237934|replacement name|
236018|236125|replacement name|, nom. superfl.
236188|251376|replacement name|
238989|254012|replacement name|, nom. illeg.
237674|254012|replacement name|
236227|376471|replacement name|
236234|251270|replacement name|, nom. superfl.
529100|529099|replacement name|
467557|469152|replacement name|, not validly publ.
251487|264009|replacement name|, nom. superfl.
236255|253951|replacement name|
236270|238660|replacement name|
236306|253967|replacement name|
270109|236325|replacement name|
236717|238470|replacement name|, tentatively listed as a synonym.
236543|238145|replacement name|
236385|332285|replacement name|
236393|236468|replacement name|
236396|236293|replacement name|
253821|235981|replacement name|
263449|264179|replacement name|
235984|235981|replacement name|
251482|264179|replacement name|, nom. superfl.
238877|251482|replacement name|
237835|251409|replacement name|, not validly publ.
238993|236278|replacement name|, nom. superfl.
236534|235767|replacement name|
236538|237376|replacement name|
239614|236693|replacement name|, nom. superfl.
233104|237055|replacement name|
238749|260272|replacement name|
238686|237055|replacement name|
236667|238536|replacement name|
337786|260327|replacement name|, not validly publ.
260327|236787|replacement name|
236797|464311|replacement name|
238461|237470|replacement name|
244787|237470|replacement name|
477941|236743|replacement name|, not validly publ.
236813|260441|replacement name|
235781|263774|replacement name|
236848|237181|replacement name|
335245|236857|replacement name|, not validly publ.
236895|238330|replacement name|
253810|227286|replacement name|, nom. superfl.
238671|253552|replacement name|
236936|235945|replacement name|
238069|236606|replacement name|
238462|237059|replacement name|, nom. illeg.
332204|237067|replacement name|, not validly publ.
537618|237160|replacement name|
332207|237170|replacement name|, not validly publ.
332214|236907|replacement name|
260334|236907|replacement name|, nom. superfl.
260293|236481|replacement name|
236907|236680|replacement name|, nom. superfl.
236481|236569|replacement name|, nom. superfl.
237261|253829|replacement name|
237264|460454|replacement name|
237277|251272|replacement name|
544018|238098|replacement name|
237352|238586|replacement name|
237374|251294|replacement name|
241375|236670|replacement name|
260330|236280|replacement name|
235827|253769|replacement name|
332223|250393|replacement name|, not validly publ.
260394|237685|replacement name|
237686|332155|replacement name|, nom. superfl.
237515|238708|replacement name|
237537|220942|replacement name|
237071|237913|replacement name|
253856|237408|replacement name|
253888|261584|replacement name|
253593|251229|replacement name|
238691|237408|replacement name|
237619|253952|replacement name|
237671|252558|replacement name|
237672|238031|replacement name|
238703|238326|replacement name|
237673|253822|replacement name|
237677|251341|replacement name|
239488|263900|replacement name|
237678|251490|replacement name|
237751|254064|replacement name|
236058|254064|replacement name|, not validly publ.
237965|251417|replacement name|
235669|251491|replacement name|, nom. illeg.
251417|251491|replacement name|, nom. superfl.
332274|237919|replacement name|
236598|270112|replacement name|
376314|257428|replacement name|, not validly publ.
237898|238735|replacement name|
238735|257428|replacement name|
237963|252593|replacement name|
238962|252583|replacement name|
220420|237859|replacement name|
337791|238064|replacement name|, not validly publ.
238090|250715|replacement name|
238130|253783|replacement name|
238137|260336|replacement name|
238138|251271|replacement name|
238144|254032|replacement name|
337792|238189|replacement name|
260447|238189|replacement name|
238187|238189|replacement name|
250723|237286|replacement name|
237286|236411|replacement name|, nom. illeg.
260246|235787|replacement name|
238211|260290|replacement name|
332250|238253|replacement name|, not validly publ.
238261|253774|replacement name|
238717|238951|replacement name|
254095|238948|replacement name|
332252|238286|replacement name|, not validly publ.
238305|262062|replacement name|
238306|251338|replacement name|
238202|251461|replacement name|
238309|251413|replacement name|
341478|237032|replacement name|
238413|253576|replacement name|
337793|235691|replacement name|, not validly publ.
260294|236503|replacement name|
332166|237682|replacement name|
238466|235590|replacement name|
238479|253738|replacement name|
250719|237062|replacement name|, nom. superfl.
238507|237062|replacement name|
236378|237062|replacement name|
332272|237961|replacement name|
472679|251203|replacement name|
238552|253788|replacement name|
260383|237588|replacement name|
238600|251322|replacement name|
235697|264281|replacement name|, nom. superfl.
238676|253581|replacement name|
238689|251228|replacement name|
238696|237551|replacement name|
238700|252589|replacement name|
236634|252589|replacement name|, nom. superfl.
260485|238645|replacement name|
238705|238645|replacement name|
254055|251299|replacement name|
468797|238786|replacement name|, nom. superfl.
238835|235579|replacement name|
332289|238890|replacement name|, not validly publ.
238921|253836|replacement name|
337795|238955|replacement name|, not validly publ.
239018|238440|replacement name|
239034|253766|replacement name|
239040|238171|replacement name|
238718|239068|replacement name|, nom. illeg.
260508|260509|replacement name|, nom. illeg.
239085|260508|replacement name|
260229|239086|replacement name|
239204|63506|replacement name|
239209|161665|replacement name|
59447|57024|replacement name|
239279|261139|replacement name|, nom. illeg.
249550|252681|replacement name|
241909|255118|replacement name|
537230|255118|replacement name|
537600|239303|replacement name|
239378|233939|replacement name|, nom. illeg.
239430|239401|replacement name|
348495|239717|replacement name|
239882|260708|replacement name|
239910|240139|replacement name|
239903|240330|replacement name|
239751|240072|replacement name|, nom. illeg.
239824|240809|replacement name|
240104|240636|replacement name|
240108|267913|replacement name|, nom. illeg.
241032|267913|replacement name|, nom. illeg.
371523|240953|replacement name|
241115|240537|replacement name|
240162|240202|replacement name|
240087|249017|replacement name|
220906|241415|replacement name|, nom. illeg.
240009|240184|replacement name|, nom. superfl.
240191|240949|replacement name|
249510|240135|replacement name|
240208|240135|replacement name|
240590|240331|replacement name|
240079|240444|replacement name|
240414|255088|replacement name|
240461|240459|replacement name|, not validly publ.
240471|241081|replacement name|
240509|248721|replacement name|, nom. illeg.
240889|240549|replacement name|
260719|240396|replacement name|
240207|240396|replacement name|, nom. illeg.
240816|240396|replacement name|
240690|240647|replacement name|
240648|240647|replacement name|, nom. illeg.
240742|240059|replacement name|
240745|240224|replacement name|
240555|240338|replacement name|
240314|240338|replacement name|
240760|241083|replacement name|
240878|240199|replacement name|
240253|240409|replacement name|
239803|240251|replacement name|
240893|240105|replacement name|
240913|240178|replacement name|
240923|240641|replacement name|
240513|267985|replacement name|
240457|267984|replacement name|
241041|241137|replacement name|
239809|240805|replacement name|
240402|241127|replacement name|
241148|241023|replacement name|
265174|259889|replacement name|
265564|259888|replacement name|, nom. illeg.
241180|265564|replacement name|
257875|241417|replacement name|, nom. superfl.
253299|257875|replacement name|, nom. superfl.
233514|257875|replacement name|, nom. superfl.
241917|241911|replacement name|, not validly publ.
241888|241887|replacement name|, not validly publ.
241891|241887|replacement name|, not validly publ.
241935|241834|replacement name|
241899|241985|replacement name|, nom. illeg.
242073|242053|replacement name|
242193|261041|replacement name|, nom. illeg.
261065|233157|replacement name|, nom. illeg.
261130|242218|replacement name|, nom. illeg.
261024|233168|replacement name|, nom. illeg.
332738|263658|replacement name|, not validly publ.
250597|265091|replacement name|
332803|242275|replacement name|
242392|232989|replacement name|
264197|264573|replacement name|
242948|265083|replacement name|
242789|264694|replacement name|, nom. superfl.
242460|264079|replacement name|, nom. illeg.
242601|242262|replacement name|
243036|264775|replacement name|
242837|264963|replacement name|, nom. illeg.
246005|264963|replacement name|
332745|264152|replacement name|
332761|264124|replacement name|, not validly publ.
242979|242633|replacement name|
332753|263875|replacement name|, not validly publ.
263832|242861|replacement name|
242543|264273|replacement name|
273879|264691|replacement name|, nom. illeg.
332769|264517|replacement name|
242565|242937|replacement name|
242666|264517|replacement name|
332772|264438|replacement name|, not validly publ.
232865|263867|replacement name|
242704|242667|replacement name|
242304|263721|replacement name|
477544|264650|replacement name|, not validly publ.
265116|264791|replacement name|
499566|264791|replacement name|
242755|242750|replacement name|
476848|263657|replacement name|
264661|264569|replacement name|
221130|264569|replacement name|, nom. superfl.
332811|264765|replacement name|, not validly publ.
532983|263857|replacement name|
477942|263778|replacement name|, not validly publ.
477943|263857|replacement name|
232861|238535|replacement name|, nom. superfl.
250287|264110|replacement name|
243027|250287|replacement name|
242927|264516|replacement name|
242955|233052|replacement name|
332823|265099|replacement name|, not validly publ.
242596|232877|replacement name|, nom. illeg.
224192|219209|replacement name|, nom. superfl.
243058|219209|replacement name|, not validly publ.
224170|219209|replacement name|
219456|219209|replacement name|, nom. superfl.
219452|219209|replacement name|, nom. superfl.
243087|219456|replacement name|, nom. superfl.
469518|243075|replacement name|
243075|273268|replacement name|, nom. superfl.
243057|243075|replacement name|
537234|243242|replacement name|
537247|243248|replacement name|
243311|254933|replacement name|, not validly publ.
243298|254811|replacement name|
469314|254811|replacement name|, nom. superfl.
243350|243393|replacement name|
243470|243895|replacement name|
243692|242181|replacement name|, nom. illeg.
333278|243496|replacement name|, not validly publ.
243507|243788|replacement name|
243510|243977|replacement name|
